nombre,apellido,producto,cantidad,precio_unitario,canal_venta
Sofia,Hernandez,Opti Pantalon,2,173.57,CallCenter
Carlos,Rodriguez,Aero Monitor,2,96.99,Marketplace
Jorge,Lopez,Cacao Termo,3,43.07,Ecommerce
Jorge,Martinez,Rio Cepillo,4,73.99,Marketplace
Jorge,Garcia,Sierra ProtectorSolar,1,73.52,Tienda
Pedro,Sanchez,Selva Linterna,3,113.04,CallCenter
Andres,Lopez,Elite Cinta,2,25.28,Ecommerce
ana,diaz,Mini Chocolate,1,106.97,CallCenter
Jorge,Lopez,Lite Muñeco,4,21.54,Ecommerce
Jorge,Gonzalez,Cafetal Cepillo,5,53.57,Ecommerce
Maria,Rodriguez,Nova Plancha,2,359.66,Ecommerce
Carlos,Sanchez,Mini Resaltador,2,457.56,CallCenter
Maria,Sanchez,Sabana Auriculares,2,15.25,Marketplace
Sofia,Ramirez,Montana Pantalon,2,23.77,Distribuidor
Carlos,Perez,Oro Crema,1,218.88,Tienda
Andres,Sanchez,Andes Guante,4,25.3,Distribuidor
Camila,Lopez,Max Cinta,3,598.13,Ecommerce
Pedro,Diaz,Paisa Zapatilla,1,22.88,CallCenter
Pedro,Hernandez,Nano Cable,4,607.33,Tienda
Andres,Martinez,Selva Teclado,3,76.76,Ecommerce
Sofia,Rodriguez,Aero Jabon,2,18.61,Marketplace
Camila,Lopez,Active Olla,4,55.76,Ecommerce
Luisa,Garcia,Oro Estante,2,30.39,Distribuidor
Andres,Gonzalez,Cordillera Camisa,4,322.6,CallCenter
Luisa,Martinez,Sierra Cuaderno,5,35.57,CallCenter
Pedro,Martinez,Cool Toalla,2,40.45,Ecommerce
Sofia,Sanchez,Smart Camisa,2,97.34,Distribuidor
Maria,Rodriguez,Golden Sarten,2,179.98,Ecommerce
Ana,Ramirez,Fresh Zapatilla,1,120.27,Distribuidor
Sofia,Rodriguez,Magna Router,3,250.4,Marketplace
Maria,Rodriguez,Cool Regla,2,30.4,CallCenter
Sofia,Diaz,Quick ProtectorSolar,2,135.67,Tienda
Jorge,Garcia,Aqua Toalla,1,49.03,Marketplace
Camila,Garcia,Max Sarten,1,99.8,Tienda
Camila,Lopez,Bosque Copa,5,13.32,CallCenter
Andres,Lopez,Sabana Biberon,4,29.89,Tienda
Maria,Hernandez,Plus Cinta,2,30.92,Distribuidor
Maria,Ramirez,Bright Lampara,4,24.34,Distribuidor
Luisa,Perez,Power Muñeco,1,54.59,Marketplace
Juan,Martinez,Lago Cepillo,1,7.86,Tienda
Andres,Garcia,Elite Auriculares,5,66.72,Distribuidor
Andres,Ramirez,Lite Router,3,252.32,Marketplace
Luisa,Sanchez,Omega Balanza,1,72.61,Marketplace
Juan,Hernandez,Prime Pelota,2,247.15,Marketplace
Andres,Perez,Bright Cafetera,5,124.0,Tienda
Carlos,Ramirez,Plus Webcam,3,58.99,Marketplace
Carlos,Ramirez,Cacao Cargador,5,134.69,Distribuidor
Sofia,Lopez,Sierra Jabon,1,202.2,CallCenter
Ana,Lopez,Lite Boligrafo,3,13.15,Marketplace
Luisa,Hernandez,Giga Toalla,4,11.47,CallCenter
Andres,Hernandez,Andes Telefono,3,111.08,Marketplace
Ana,Garcia,Plus Pelota,2,70.3,Distribuidor
Pedro,Perez,Pro Sacapuntas,4,115.4,Tienda
Luisa,Garcia,Magna Afeitadora,4,153.05,Ecommerce
Luisa,Martinez,Smart Estante,2,467.03,CallCenter
Carlos,Gonzalez,Max Pegante,4,12.84,Tienda
Camila,Perez,Crystal Tambor,1,687.72,Marketplace
Andres,Ramirez,Smart Chocolate,3,40.55,Tienda
Pedro,Gonzalez,Max Perfume,3,83.65,Marketplace
Pedro,Diaz,Cafetal Toalla,2,40.25,Marketplace
camila,ramirez,Aqua Pantalon,1,12.44,Distribuidor
Pedro,Rodriguez,Eco Camisa,4,222.75,CallCenter
Andres,Lopez,Pro Shampoo,3,225.16,Marketplace
Carlos,Hernandez,Quick Estante,3,121.05,Ecommerce
Camila,Lopez,Andino Balanza,3,22.75,Ecommerce
Juan,Sanchez,Bosque Pantalon,3,183.61,Distribuidor
Sofia,Gonzalez,Aero Semilla,5,20.8,Tienda
Camila,Gonzalez,Fresh Copa,2,96.81,Ecommerce
Carlos,Lopez,Plus Mouse,4,106.19,Marketplace
Pedro,Rodriguez,Nova Cargador,4,92.38,Ecommerce
Pedro,Sanchez,Giga Resaltador,2,80.29,Ecommerce
Carlos,Perez,Cafetal Cepillo,1,53.57,CallCenter
Jorge,Martinez,Quick Tenedor,2,301.8,Distribuidor
Pedro,Gonzalez,Golden PowerBank,3,256.17,CallCenter
Ana,Perez,Flex Sacapuntas,3,39.85,CallCenter
Jorge,Diaz,Alpha Resaltador,2,16.12,Ecommerce
Sofia,Gonzalez,Lago Mochila,2,133.22,Tienda
Maria,Gonzalez,Mini Webcam,4,94.26,Marketplace
Ana,Diaz,Power Router,4,262.74,Marketplace
Luisa,Hernandez,Sabana Biberon,5,29.89,Distribuidor
Pedro,Sanchez,Power Plato,5,11.14,CallCenter
Andres,Perez,Oro Cereal,3,33.24,Ecommerce
Sofia,Rodriguez,Smart Tijera,5,93.64,Tienda
Sofia,Rodriguez,Rio Cafetera,5,109.35,Distribuidor
Ana,Lopez,Neo Patin,1,121.44,Tienda
Maria,Diaz,Rio Boligrafo,2,10.04,Distribuidor
Maria,Hernandez,Mini Plancha,4,197.16,CallCenter
Ana,Hernandez,Plus Webcam,5,58.99,Tienda
Ana,Hernandez,Nano Carpa,4,104.32,Tienda
Andres,Lopez,Bosque Botella,5,27.56,Ecommerce
Camila,Garcia,Lite Tambor,5,86.56,Distribuidor
Carlos,Gonzalez,Magna Router,3,250.4,CallCenter
Maria,Ramirez,Flex Pegante,1,179.26,CallCenter
Maria,Sanchez,Rio Termo,2,118.39,CallCenter
Pedro,Rodriguez,Active Mesa,2,59.69,Tienda
Juan,Perez,Selva Colchoneta,3,107.11,CallCenter
Maria,Ramirez,Plus Pelota,3,70.3,Marketplace
Juan,Lopez,Omega Muñeco,2,78.96,Marketplace
Jorge,Hernandez,Elite Galleta,2,56.93,Distribuidor
Juan,Gonzalez,Cacao Tenedor,1,71.78,CallCenter
Juan,Hernandez,Sierra Sacapuntas,5,120.88,CallCenter
Maria,Perez,Golden Pelota,1,232.15,Ecommerce
Camila,Rodriguez,Alpha Rompecabezas,2,142.98,Ecommerce
Sofia,Perez,Bright Tambor,5,67.17,Ecommerce
Sofia,Hernandez,Cacao Tijera,2,23.42,CallCenter
Jorge,Martinez,Selva Cafetera,1,37.79,Ecommerce
Maria,Perez,Llanero Camisa,1,120.94,Tienda
Maria,Martinez,Giga Camisa,1,200.9,Tienda
Ana,Lopez,Selva Copa,5,215.87,Ecommerce
Camila,Martinez,Giga Patin,4,198.23,CallCenter
Camila,Martinez,Sabana Sarten,4,78.79,Ecommerce
Jorge,Martinez,Alpha Perfume,2,35.37,Tienda
Luisa,Perez,Bosque Chocolate,5,113.78,Tienda
Carlos,Hernandez,Pro Tijera,3,31.15,CallCenter
Jorge,Garcia,Aero Pantalon,4,12.83,Ecommerce
camila,hernandez,Giga Cargador,5,62.81,Ecommerce
Andres,Rodriguez,Andino Camisa,5,39.54,Distribuidor
Juan,Garcia,Basic Cable,4,36.77,Distribuidor
Jorge,Hernandez,Metro Semilla,5,42.67,Marketplace
Luisa,Sanchez,Nano Cepillo,5,69.12,Tienda
Luisa,Sanchez,Sierra Jabon,4,202.2,Distribuidor
pedro,lopez,Cielo Router,1,33.89,CallCenter
Carlos,Diaz,Max Tambor,2,6.52,Distribuidor
Andres,Martinez,Crystal Cepillo,3,95.37,Marketplace
Camila,Rodriguez,Neo Botella,2,128.02,Distribuidor
Sofia,Hernandez,Aqua Router,1,273.89,Ecommerce
Luisa,Ramirez,Basic Cargador,1,123.84,CallCenter
Pedro,Garcia,Power Afeitadora,5,69.07,Ecommerce
Andres,Hernandez,Bright Biberon,2,23.51,Ecommerce
Camila,Martinez,Pacifica Agenda,1,250.48,CallCenter
Ana,Perez,Andino Regla,2,68.81,Ecommerce
Andres,Diaz,Alpha Monitor,1,410.59,Marketplace
Ana,Perez,Pro Cinta,3,54.19,Marketplace
Juan,Sanchez,Oro Copa,1,43.84,Marketplace
Sofia,Sanchez,Flex Agenda,2,23.32,Ecommerce
Pedro,Perez,Aqua Rompecabezas,5,11.43,Ecommerce
jorge,ramirez,Alpha Biberon,2,52.87,CallCenter
juan,martinez,Paisa Boligrafo,4,158.86,Marketplace
Camila,Ramirez,Silver Pantalon,2,294.95,Tienda
Carlos,Rodriguez,Active Pegante,3,324.98,CallCenter
Maria,Diaz,Pro Teclado,3,230.34,Distribuidor
Sofia,Hernandez,Mini Termo,3,142.85,CallCenter
Sofia,Sanchez,Paisa Talonario,1,195.69,Ecommerce
Jorge,Gonzalez,Active Archivador,3,201.4,Marketplace
Ana,Perez,Elite Microfono,2,29.45,CallCenter
Camila,Perez,Bosque Camisa,5,186.38,CallCenter
ana,garcia,Lite Switch,3,252.59,Ecommerce
Sofia,Garcia,Bright Microfono,2,22.6,CallCenter
Camila,Sanchez,Cafe Crema,1,23.18,CallCenter
Pedro,Perez,Crystal Zapatilla,1,48.92,Marketplace
Camila,Diaz,Paisa Auriculares,5,726.81,Tienda
Pedro,Martinez,Fresh Drone,5,361.33,Distribuidor
Ana,Rodriguez,Cordillera Switch,2,3.46,Ecommerce
Jorge,Ramirez,Bright Cuaderno,5,10.55,Tienda
Juan,Ramirez,Andino Termo,5,151.21,Ecommerce
Ana,Hernandez,Fresh Cable,1,5.12,Ecommerce
Carlos,Gonzalez,Basic Tambor,2,13.98,Distribuidor
Sofia,Gonzalez,Max Afeitadora,5,17.87,Distribuidor
Ana,Garcia,Magna Zapatilla,2,54.19,Distribuidor
Sofia,Gonzalez,Silver Balon,3,20.54,CallCenter
Carlos,Gonzalez,Andes Tenedor,1,74.44,Ecommerce
sofia,perez,Mini Gorra,1,17.6,Distribuidor
Jorge,Diaz,Mini Microfono,1,84.57,Ecommerce
Jorge,Garcia,Selva Estante,4,155.07,CallCenter
Jorge,Ramirez,Basic Maceta,2,19.56,Marketplace
Jorge,Rodriguez,Active Cuchillo,3,69.22,Marketplace
Camila,Ramirez,Omega Bicicleta,5,168.58,Ecommerce
Maria,Hernandez,Selva Marcador,3,7.98,Tienda
Carlos,Perez,Power Rompecabezas,2,116.58,CallCenter
Camila,Perez,Aero Cuchillo,1,77.82,Marketplace
Juan,Sanchez,Prime Camisa,4,91.83,Tienda
Ana,Ramirez,Cool Zapatilla,2,28.23,Distribuidor
Juan,Lopez,Plus Webcam,2,58.99,Tienda
Luisa,Sanchez,Golden Mesa,5,176.8,Ecommerce
Sofia,Gonzalez,Sabana Parlante,3,314.5,CallCenter
Maria,Gonzalez,Omega Patin,3,132.28,Marketplace
Juan,Gonzalez,Power Maceta,5,12.24,Distribuidor
Maria,Diaz,Pro Colchoneta,4,18.69,Tienda
Camila,Sanchez,Cielo Monitor,1,683.25,CallCenter
Pedro,Hernandez,Sabana Gorra,1,178.93,Tienda
Sofia,Diaz,Plus Cepillo,4,37.04,Marketplace
Juan,Hernandez,Neo Mesa,5,131.17,Distribuidor
Andres,Perez,Llanero Chocolate,2,185.63,Distribuidor
Sofia,Sanchez,Omega Patin,3,132.28,Ecommerce
maria,rodriguez,Flex Mousepad,2,298.59,Marketplace
Ana,Rodriguez,Golden Mousepad,3,5.77,Marketplace
Luisa,Garcia,Oro Cuaderno,2,25.35,Distribuidor
Andres,Martinez,Max Papel,5,10.73,Distribuidor
luisa,lopez,Rio Chaqueta,5,225.13,CallCenter
Juan,Gonzalez,Nano Galleta,4,299.1,CallCenter
Carlos,Rodriguez,Rio Monitor,2,133.35,Distribuidor
Andres,Lopez,Mini Chaqueta,2,40.57,Ecommerce
Andres,Diaz,Paisa Guante,4,136.78,Marketplace
Sofia,Rodriguez,Nano Biberon,4,78.59,Distribuidor
Andres,Diaz,Quick Cable,5,42.9,Ecommerce
Luisa,Gonzalez,Oro Cargador,5,32.12,CallCenter
Ana,Sanchez,Quick Mesa,2,164.25,CallCenter
Andres,Lopez,Quick Cuchillo,5,391.81,Tienda
Jorge,Sanchez,Royal Agenda,5,158.57,Distribuidor
Carlos,Rodriguez,Plus Balanza,2,73.75,Ecommerce
Juan,Gonzalez,Paisa Mesa,4,83.18,Distribuidor
Luisa,Martinez,Bright Guitarra,2,629.85,Tienda
Jorge,Perez,Giga Muñeco,1,129.56,Ecommerce
Juan,Lopez,Omega Drone,2,140.48,CallCenter
Sofia,Martinez,Neo Mouse,1,314.95,Distribuidor
Luisa,Lopez,Power Tijera,2,161.65,Tienda
Camila,Perez,Pacifica Monitor,1,113.03,Tienda
Juan,Martinez,Rio Teclado,1,68.12,Distribuidor
Pedro,Ramirez,Giga Pegante,2,3.37,Ecommerce
Andres,Gonzalez,Cacao Auriculares,5,26.47,CallCenter
Carlos,Ramirez,Royal Pelota,3,185.5,Ecommerce
Andres,Gonzalez,Cafetal Semilla,5,56.26,Tienda
Ana,Rodriguez,Nova Cargador,1,92.38,Ecommerce
Pedro,Lopez,Eco Cafetera,2,335.12,Distribuidor
Maria,Diaz,Lite Plato,2,71.06,Ecommerce
Camila,Martinez,Elite Pelota,2,119.24,CallCenter
Andres,Garcia,Golden ProtectorSolar,2,61.74,Ecommerce
Jorge,Hernandez,Aqua Marcador,3,181.99,Ecommerce
luisa,gonzalez,Eco Pelota,4,506.08,Ecommerce
Pedro,Sanchez,Bosque Biberon,1,24.95,CallCenter
juan,gonzalez,Andes Microfono,3,72.5,Tienda
Andres,Rodriguez,Sabana Mesa,5,732.51,Ecommerce
luisa,gonzalez,Llanero Olla,4,19.75,Ecommerce
Andres,Hernandez,Silver Auriculares,4,144.67,Distribuidor
Juan,Rodriguez,Nova Chocolate,2,114.19,Ecommerce
Pedro,Rodriguez,Basic Tripode,3,78.12,Marketplace
Luisa,Lopez,Elite Termo,5,7.18,Ecommerce
Maria,Gonzalez,Andes Tripode,2,120.49,Tienda
Sofia,Perez,Elite Archivador,2,128.56,Ecommerce
Juan,Sanchez,Pacifica Auriculares,1,73.27,Tienda
Juan,Ramirez,Sierra Archivador,4,79.64,Distribuidor
Maria,Rodriguez,Neo Botella,5,128.02,CallCenter
Maria,Sanchez,Magna Shampoo,4,22.87,Tienda
Andres,Sanchez,Nova Cafetera,3,103.14,Tienda
Maria,Rodriguez,Quick Switch,1,96.0,Marketplace
Juan,Perez,Aqua Mesa,2,106.09,Ecommerce
Pedro,Sanchez,Andes Balanza,1,38.19,Tienda
Maria,Martinez,Selva Extensor,2,151.26,Distribuidor
Sofia,Sanchez,Andes Balon,1,207.51,Distribuidor
Pedro,Lopez,Lite Termo,2,52.33,Tienda
Luisa,Ramirez,Alpha Semilla,4,568.77,Distribuidor
Sofia,Garcia,Mini Mousepad,4,12.41,Tienda
Sofia,Ramirez,Nano Carpa,4,104.32,Tienda
Carlos,Ramirez,Silver Talonario,4,273.77,Ecommerce
Sofia,Rodriguez,Nano Raqueta,1,114.84,Tienda
juan,perez,Flex Tijera,2,155.22,Tienda
Carlos,Rodriguez,Cool Bicicleta,4,86.53,CallCenter
Andres,Hernandez,Prime Patin,1,86.95,Tienda
Sofia,Sanchez,Plus Mesa,2,70.64,CallCenter
Maria,Gonzalez,Mini Webcam,1,94.26,Marketplace
Andres,Garcia,Prime Pegante,4,241.93,Marketplace
Andres,Garcia,Elite Galleta,3,56.93,Distribuidor
maria,martinez,Lite Tijera,1,23.33,Marketplace
Luisa,Lopez,Plus Cafetera,4,235.64,Ecommerce
Carlos,Diaz,Neo Licuadora,5,194.83,Distribuidor
Juan,Sanchez,Cacao Gorra,2,100.85,Ecommerce
Luisa,Perez,Llanero Guante,4,12.82,Marketplace
Juan,Ramirez,Rio Mousepad,5,476.74,Tienda
Sofia,Hernandez,Cacao Teclado,1,65.91,Marketplace
Jorge,Garcia,Sierra Auriculares,1,9.5,CallCenter
Carlos,Gonzalez,Nova Crema,5,158.05,Marketplace
Andres,Sanchez,Magna Telefono,5,75.3,Distribuidor
Maria,Rodriguez,Metro Tenedor,2,295.06,Marketplace
Ana,Diaz,Llanero Drone,1,94.77,Tienda
Sofia,Gonzalez,Lago Pelota,5,667.32,CallCenter
Ana,Diaz,Golden Semilla,3,50.72,CallCenter
Pedro,Diaz,Andes Pelota,3,120.06,Tienda
Jorge,Rodriguez,Silver Guitarra,5,6.6,Tienda
Carlos,Martinez,Power Silla,2,158.03,Tienda
Luisa,Gonzalez,Llanero Cepillo,1,12.53,Ecommerce
Ana,Garcia,Mini Rompecabezas,3,82.69,CallCenter
Andres,Martinez,Rio Zapatilla,5,6.84,Distribuidor
Maria,Sanchez,Neo Tambor,5,157.83,CallCenter
Andres,Gonzalez,Active Marcador,4,310.53,CallCenter
Andres,Lopez,Sabana Muñeco,5,1.9,Tienda
Jorge,Ramirez,Active Archivador,2,201.4,Tienda
andres,sanchez,Cielo Muñeco,3,30.43,Marketplace
Sofia,Sanchez,Eco Boligrafo,4,98.12,Tienda
Sofia,Perez,Smart Guitarra,3,58.4,Distribuidor
Maria,Perez,Crystal Cuchillo,3,77.78,Marketplace
Luisa,Ramirez,Cool Jabon,2,25.76,Marketplace
Jorge,Ramirez,Bright Papel,5,20.28,CallCenter
Jorge,Martinez,Golden Cepillo,2,178.31,Ecommerce
Camila,Sanchez,Andino Telefono,5,74.6,Distribuidor
Andres,Rodriguez,Pacifica Olla,4,139.99,Ecommerce
Andres,Garcia,Cacao Pelota,2,99.65,Marketplace
Camila,Perez,Silver Papel,2,47.93,Tienda
Ana,Sanchez,Selva Cargador,1,56.03,Ecommerce
Camila,Ramirez,Bright Camisa,2,36.86,CallCenter
sofia,diaz,Opti ProtectorSolar,1,50.06,CallCenter
Maria,Garcia,Flex Tenedor,5,304.9,Distribuidor
Camila,Ramirez,Smart Extensor,5,213.45,CallCenter
Maria,Lopez,Aero Carpeta,5,46.63,Tienda
Maria,Garcia,Aqua Estante,1,286.89,Tienda
Luisa,Diaz,Magna Plancha,5,8.92,CallCenter
Maria,Hernandez,Llanero Cafetera,3,93.1,Distribuidor
Sofia,Hernandez,Nova Semilla,2,49.71,Distribuidor
Pedro,Ramirez,Rio ProtectorSolar,1,552.23,Ecommerce
Juan,Ramirez,Alpha Tijera,5,113.3,CallCenter
Sofia,Martinez,Pro Tijera,3,31.15,Marketplace
Andres,Perez,Alpha Mesa,2,174.55,Tienda
Camila,Gonzalez,Rio Shampoo,2,507.11,CallCenter
Pedro,Sanchez,Aero Drone,5,28.81,Distribuidor
Carlos,Lopez,Pacifica Biberon,3,95.52,CallCenter
Jorge,Gonzalez,Elite Botella,1,46.65,Tienda
jorge,hernandez,Montana Archivador,5,89.54,Tienda
Pedro,Sanchez,Paisa Termo,2,425.39,Marketplace
Pedro,Hernandez,Max Perfume,2,83.65,Distribuidor
Sofia,Garcia,Lite Mousepad,2,264.19,Distribuidor
Carlos,Gonzalez,Lago Patin,5,140.51,Tienda
Carlos,Rodriguez,Montana Rompecabezas,4,223.28,Tienda
Pedro,Perez,Quick Bicicleta,4,132.51,Tienda
Jorge,Rodriguez,Magna Gorra,4,159.99,CallCenter
Pedro,Garcia,Silver Guante,3,11.16,CallCenter
Camila,Diaz,Plus Webcam,5,58.99,Ecommerce
Juan,Ramirez,Rio Cuaderno,2,73.08,Tienda
Ana,Garcia,Pro Maceta,3,244.46,Ecommerce
Juan,Rodriguez,Opti Muñeco,4,216.66,Distribuidor
Pedro,Sanchez,Basic Galleta,1,193.17,Distribuidor
Jorge,Perez,Lago Tijera,3,143.01,Tienda
Carlos,Hernandez,Fresh Biberon,3,20.1,Marketplace
Juan,Martinez,Cafe Linterna,5,152.77,Tienda
Luisa,Diaz,Smart Plancha,3,860.89,Marketplace
Carlos,Diaz,Basic Camisa,5,171.18,Marketplace
Jorge,Sanchez,Alpha Pelota,1,322.34,Ecommerce
Sofia,Rodriguez,Eco Mousepad,2,275.84,Tienda
Juan,Diaz,Cool Cafetera,2,13.67,Distribuidor
Andres,Garcia,Sabana Parlante,4,314.5,Distribuidor
Pedro,Lopez,Metro Mouse,4,633.92,Ecommerce
Juan,Rodriguez,Bosque Drone,1,21.26,Tienda
Pedro,Rodriguez,Selva Papel,2,5.05,Marketplace
Pedro,Lopez,Sierra Tijera,4,21.53,Ecommerce
Juan,Diaz,Omega Resaltador,3,8.67,CallCenter
Sofia,Ramirez,Flex Plancha,5,33.02,CallCenter
Ana,Diaz,Aqua Cuchillo,4,88.54,Distribuidor
Jorge,Ramirez,Prime Cepillo,1,42.25,CallCenter
Pedro,Sanchez,Active Sarten,2,70.97,Tienda
Jorge,Ramirez,Lite Talonario,1,101.7,Ecommerce
Jorge,Sanchez,Silver Archivador,5,67.23,Distribuidor
Sofia,Ramirez,Cool Extensor,5,151.65,Distribuidor
Pedro,Garcia,Basic Botella,1,78.14,Marketplace
Maria,Rodriguez,Active Guitarra,4,60.9,Distribuidor
Maria,Diaz,Max Chocolate,4,58.49,Ecommerce
Maria,Garcia,Eco Teclado,2,73.5,CallCenter
Maria,Ramirez,Andes Afeitadora,2,397.28,Distribuidor
Luisa,Lopez,Golden Rompecabezas,3,481.62,Tienda
Sofia,Lopez,Flex Linterna,3,99.67,Distribuidor
Andres,Rodriguez,Max Tenedor,2,34.48,Distribuidor
Luisa,Diaz,Quick PowerBank,3,37.25,CallCenter
Juan,Lopez,Andes Maceta,1,48.69,CallCenter
Maria,Martinez,Silver Regla,4,72.44,Marketplace
Ana,Gonzalez,Sabana Perfume,3,130.1,CallCenter
Ana,Hernandez,Cool Pantalon,3,466.75,Distribuidor
Luisa,Ramirez,Aqua Tripode,1,82.84,CallCenter
Andres,Martinez,Quick Sarten,5,120.07,CallCenter
Carlos,Gonzalez,Prime Cafetera,2,33.72,Distribuidor
luisa,perez,Sierra Perfume,1,147.65,Marketplace
Carlos,Garcia,Cordillera Balanza,5,27.75,Tienda
Pedro,Hernandez,Max ProtectorSolar,1,24.82,Marketplace
Ana,Ramirez,Nano Lampara,4,28.4,Tienda
Juan,Hernandez,Lite Gorra,1,13.18,CallCenter
Maria,Diaz,Eco Balon,1,10.01,CallCenter
Jorge,Garcia,Eco Auriculares,4,7.53,CallCenter
Camila,Gonzalez,Rio Cafetera,2,109.35,Ecommerce
Andres,Rodriguez,Metro Pantalon,5,25.47,CallCenter
Andres,Garcia,Bright Colchoneta,3,8.18,Tienda
Juan,Diaz,Smart Chaqueta,2,97.52,Ecommerce
Andres,Lopez,Eco Silla,1,52.66,Marketplace
Luisa,Diaz,Active Cargador,3,41.9,Tienda
Maria,Martinez,Smart Galleta,4,200.95,CallCenter
Camila,Ramirez,Cacao Camisa,2,36.13,Distribuidor
Camila,Diaz,Omega Carpa,5,169.82,Ecommerce
Pedro,Perez,Montana Crema,2,131.89,CallCenter
Jorge,Rodriguez,Silver Sarten,2,496.65,Distribuidor
Luisa,Perez,Pro Rompecabezas,3,103.45,Distribuidor
Sofia,Diaz,Nova Toalla,4,4.16,CallCenter
Juan,Rodriguez,Cafetal Extensor,4,177.1,Tienda
Juan,Ramirez,Metro Cuaderno,2,5.32,CallCenter
Pedro,Perez,Flex Parlante,4,48.73,Ecommerce
Maria,Rodriguez,Selva Sacapuntas,3,466.99,Marketplace
Sofia,Rodriguez,Metro Telefono,3,220.75,Ecommerce
Jorge,Sanchez,Basic Tambor,5,13.98,Ecommerce
sofia,rodriguez,Oro Jabon,4,318.74,Tienda
Jorge,Hernandez,Cool Cuaderno,5,281.47,CallCenter
jorge,lopez,Flex Crema,1,19.16,CallCenter
Ana,Hernandez,Cielo Sarten,3,326.77,Tienda
Carlos,Martinez,Nova Olla,2,66.16,Distribuidor
Maria,Gonzalez,Cafetal Afeitadora,3,107.06,CallCenter
Carlos,Ramirez,Silver Carpeta,1,22.38,CallCenter
Luisa,Lopez,Crystal Drone,2,301.49,Marketplace
Jorge,Diaz,Smart Tripode,4,87.48,Tienda
Pedro,Rodriguez,Oro Webcam,4,279.08,Ecommerce
Carlos,Ramirez,Mini Copa,3,15.23,CallCenter
Jorge,Perez,Andes Shampoo,2,62.26,Marketplace
Ana,Diaz,Quick Licuadora,2,261.91,Ecommerce
Maria,Garcia,Smart Auriculares,5,735.2,Tienda
Camila,Rodriguez,Cielo Perfume,1,15.74,Distribuidor
Jorge,Hernandez,Selva Webcam,4,120.61,Ecommerce
Camila,Gonzalez,Bright Pegante,3,176.58,Distribuidor
Pedro,Ramirez,Lite Boligrafo,2,13.15,CallCenter
Sofia,Martinez,Cacao Cafetera,4,6.19,Tienda
Sofia,Rodriguez,Power Lampara,3,548.35,Tienda
Luisa,Sanchez,Aero Jabon,4,18.61,Ecommerce
Luisa,Lopez,Golden Cable,3,342.27,Distribuidor
Camila,Perez,Pro Tijera,4,31.15,Distribuidor
carlos,ramirez,Bosque Cepillo,5,94.21,CallCenter
Andres,Garcia,Golden Shampoo,1,112.6,CallCenter
Sofia,Perez,Crystal Cargador,4,14.15,CallCenter
Luisa,Martinez,Smart Agenda,1,67.89,Marketplace
Ana,Diaz,Aqua Switch,4,53.49,Distribuidor
Ana,Sanchez,Cool Teclado,2,96.93,Distribuidor
Jorge,Hernandez,Cielo Toalla,5,10.31,CallCenter
Pedro,Diaz,Oro Cargador,5,32.12,CallCenter
Juan,Perez,Andes Monitor,1,52.61,Ecommerce
Andres,Rodriguez,Llanero Marcador,2,642.83,CallCenter
Maria,Diaz,Andino Parlante,3,156.36,CallCenter
Camila,Ramirez,Smart Semilla,5,69.88,Marketplace
Carlos,Perez,Cacao Marcador,2,642.65,Distribuidor
Luisa,Ramirez,Fresh Gorra,2,137.53,Ecommerce
Pedro,Perez,Magna Chocolate,1,30.66,Tienda
Juan,Perez,Bright Olla,2,62.29,Distribuidor
Ana,Sanchez,Silver Boligrafo,2,136.3,Marketplace
Sofia,Rodriguez,Bright Linterna,3,852.41,Tienda
Juan,Diaz,Cafetal Tambor,1,119.16,Tienda
Jorge,Hernandez,Alpha Carpa,1,20.09,Distribuidor
Juan,Lopez,Prime Mouse,2,77.3,Distribuidor
Pedro,Perez,Bosque Cereal,3,42.81,Ecommerce
Camila,Ramirez,Llanero Colchoneta,4,270.96,CallCenter
Jorge,Diaz,Smart Mouse,5,99.58,Marketplace
Luisa,Martinez,Silver Cafetera,1,14.91,Distribuidor
Camila,Ramirez,Metro Maceta,3,38.03,Ecommerce
Camila,Rodriguez,Mini Cepillo,3,208.77,CallCenter
ana,ramirez,Montana Galleta,2,142.34,Tienda
Ana,Hernandez,Metro Boligrafo,5,140.0,Marketplace
Maria,Ramirez,Plus Zapatilla,1,273.06,Marketplace
Andres,Martinez,Cordillera Botella,4,64.02,CallCenter
Carlos,Rodriguez,Andes Jabon,2,95.21,Distribuidor
Andres,Gonzalez,Rio Balanza,1,106.41,Ecommerce
Carlos,Lopez,Lite Cable,1,11.03,Tienda
Juan,Lopez,Aqua Marcador,3,181.99,CallCenter
Camila,Garcia,Metro Pegante,5,67.8,Marketplace
Sofia,Garcia,Max Cargador,4,118.63,Tienda
Juan,Lopez,Cielo Mousepad,5,7.43,CallCenter
Juan,Diaz,Bright Papel,3,20.28,Tienda
andres,sanchez,Aero Talonario,4,12.07,Distribuidor
Pedro,Martinez,Giga Cable,4,36.95,Tienda
Jorge,Garcia,Crystal PowerBank,2,114.48,Tienda
Ana,Perez,Fresh Toalla,4,71.77,Marketplace
Camila,Hernandez,Smart Shampoo,1,38.69,Marketplace
Camila,Gonzalez,Plus Perfume,5,250.37,Tienda
Sofia,Sanchez,Smart Tambor,5,586.46,Ecommerce
Carlos,Gonzalez,Oro Resaltador,2,11.85,Tienda
Maria,Diaz,Flex Regla,4,118.06,Marketplace
Juan,Perez,Nano Cuchillo,3,1.98,Ecommerce
